,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Total_Usage_Time,Entertainment_Index,Spend_Ratio,Age_Group,Usage per App,Data Usage per Hour,Call Duration per Day (hrs)
5357,18,Other,Mumbai,Realme,iOS,7.0,31.7,155.6,98,2.9,6495,3.9,4.6,154,Entertainment,18.4,3.8000000000000003,41.903225806451616,Teen,0.07142857142857142,0.15095238095238095,2.5933333333333333
5358,18,Female,Pune,Nokia,Android,1.5,42.0,271.0,143,1.8,9182,6.5,0.7,1111,Education,10.5,3.0,8.257194244604317,Teen,0.01048951048951049,0.9333333333333333,4.516666666666667
5359,43,Male,Mumbai,Oppo,iOS,5.1,7.5,134.7,172,2.4,7965,5.9,1.3,1613,Education,14.700000000000001,3.1999999999999997,4.934944237918216,Adult,0.029651162790697672,0.049019607843137254,2.2449999999999997
5360,52,Other,Kolkata,Xiaomi,iOS,11.2,4.7,29.3,177,4.5,5427,2.8,0.4,294,Education,18.9,2.5666666666666664,18.396610169491524,Middle Aged,0.06327683615819209,0.013988095238095239,0.48833333333333334
5361,30,Male,Ahmedabad,Samsung,iOS,3.2,27.8,219.3,198,1.0,7512,5.3,1.7,1570,Gaming,11.2,2.6666666666666665,4.781667727562063,Young Adult,0.01616161616161616,0.28958333333333336,3.6550000000000002
5362,53,Other,Bangalore,Nokia,iOS,6.6,35.0,210.8,116,5.0,8288,3.3,2.9,1931,Social Media,17.799999999999997,3.733333333333333,4.2898550724637685,Middle Aged,0.05689655172413793,0.17676767676767677,3.5133333333333336
5363,15,Other,Bangalore,Oppo,Android,12.0,10.2,251.7,195,4.0,5162,1.3,2.7,817,Gaming,20.0,2.6666666666666665,6.310513447432763,Teen,0.06153846153846154,0.028333333333333332,4.194999999999999
5364,29,Female,Bangalore,Realme,iOS,1.8,48.0,23.6,64,1.0,3538,1.4,2.9,1987,Work,7.1,1.7666666666666666,1.7796780684104627,Young Adult,0.028125,0.8888888888888888,0.39333333333333337
5365,31,Female,Kolkata,Google Pixel,iOS,8.2,26.8,30.7,63,3.5,4356,5.9,1.4,628,Education,19.0,3.6,6.925278219395866,Adult,0.13015873015873014,0.10894308943089433,0.5116666666666666
5366,33,Other,Lucknow,Motorola,iOS,6.9,40.8,287.1,86,2.1,4877,6.2,0.3,538,Education,15.5,2.8666666666666667,9.048237476808906,Adult,0.08023255813953489,0.1971014492753623,4.785
5367,52,Other,Chennai,Apple,iOS,4.1,46.3,221.6,173,5.8,6556,6.5,4.0,1038,Gaming,20.4,5.433333333333334,6.309913378248316,Middle Aged,0.023699421965317918,0.3764227642276423,3.6933333333333334
5368,15,Other,Ahmedabad,Samsung,iOS,3.0,26.4,179.8,200,5.9,4993,7.7,3.3,1670,Social Media,19.900000000000002,5.633333333333333,2.988031119090365,Teen,0.015,0.29333333333333333,2.996666666666667
5369,43,Male,Ahmedabad,Samsung,Android,7.3,26.1,173.9,12,0.9,7429,3.7,3.1,1616,Social Media,14.999999999999998,2.566666666666667,4.594310451453309,Adult,0.6083333333333333,0.11917808219178083,2.8983333333333334
5370,17,Female,Delhi,Vivo,Android,4.4,31.4,55.8,106,5.1,9547,1.3,4.1,616,Education,14.9,3.5,15.473257698541328,Teen,0.041509433962264156,0.23787878787878786,0.9299999999999999
5371,43,Other,Lucknow,OnePlus,Android,3.1,29.5,272.7,171,2.9,3833,5.0,3.3,1412,Gaming,14.3,3.733333333333334,2.712668082094834,Adult,0.018128654970760234,0.3172043010752688,4.545
5372,33,Female,Hyderabad,Xiaomi,iOS,2.6,40.3,15.1,89,5.4,8151,1.9,3.3,1897,Education,13.2,3.533333333333333,4.294520547945205,Adult,0.029213483146067417,0.5166666666666666,0.25166666666666665
5373,41,Female,Bangalore,Vivo,iOS,6.4,14.9,295.1,123,2.9,3003,4.6,4.2,1026,Entertainment,18.1,3.9000000000000004,2.9240506329113924,Adult,0.05203252032520325,0.07760416666666667,4.918333333333334
5374,59,Male,Kolkata,Google Pixel,iOS,6.6,39.6,134.3,182,5.0,6406,4.1,1.3,788,Entertainment,17.0,3.4666666666666663,8.1191381495564,Middle Aged,0.03626373626373626,0.2,2.2383333333333337
5375,59,Female,Jaipur,Apple,Android,9.9,33.4,208.9,106,2.2,7398,2.9,4.1,950,Work,19.1,3.0666666666666664,7.779179810725552,Middle Aged,0.09339622641509435,0.11245791245791245,3.481666666666667
5376,29,Other,Hyderabad,Motorola,Android,10.5,10.7,259.4,154,3.6,5604,7.1,3.9,1093,Entertainment,25.099999999999998,4.866666666666666,5.122486288848263,Young Adult,0.06818181818181818,0.03396825396825397,4.323333333333333
5377,42,Male,Bangalore,Motorola,Android,11.1,6.9,52.0,101,3.0,6459,3.4,3.2,199,Education,20.7,3.1999999999999997,32.295,Adult,0.1099009900990099,0.02072072072072072,0.8666666666666667
5378,23,Other,Pune,Vivo,Android,3.0,26.9,55.5,192,5.1,7625,6.8,2.7,414,Entertainment,17.599999999999998,4.866666666666666,18.373493975903614,Young Adult,0.015625,0.29888888888888887,0.925
5379,55,Female,Delhi,Motorola,iOS,3.3,27.6,121.4,120,3.2,1691,6.5,0.2,1596,Social Media,13.2,3.3000000000000003,1.0588603631809643,Middle Aged,0.0275,0.2787878787878788,2.0233333333333334
5380,21,Female,Lucknow,OnePlus,Android,4.6,33.5,149.8,119,1.8,6946,4.3,3.6,1307,Work,14.299999999999999,3.233333333333334,5.31039755351682,Young Adult,0.038655462184873944,0.2427536231884058,2.496666666666667
5381,29,Male,Delhi,OnePlus,iOS,11.0,40.9,27.1,32,3.3,819,5.6,2.4,1524,Social Media,22.299999999999997,3.766666666666667,0.5370491803278689,Young Adult,0.34375,0.12393939393939393,0.4516666666666667
5382,35,Female,Delhi,Vivo,iOS,3.5,46.6,92.9,65,3.8,1391,0.7,3.8,383,Gaming,11.8,2.766666666666667,3.6223958333333335,Adult,0.05384615384615385,0.4438095238095238,1.5483333333333333
5383,41,Male,Delhi,Apple,Android,11.2,46.0,294.7,152,3.4,3082,2.4,2.5,768,Gaming,19.5,2.766666666666667,4.00780234070221,Adult,0.07368421052631578,0.13690476190476192,4.911666666666666
5384,46,Other,Kolkata,Apple,Android,9.1,46.0,211.5,63,5.9,5106,7.1,2.3,418,Gaming,24.400000000000002,5.1,12.186157517899762,Middle Aged,0.14444444444444443,0.1684981684981685,3.525
5385,18,Female,Ahmedabad,Motorola,Android,7.1,7.5,105.7,13,4.7,9852,2.9,2.8,1581,Gaming,17.5,3.4666666666666663,6.2275600505689,Teen,0.5461538461538461,0.035211267605633804,1.7616666666666667
5386,22,Female,Delhi,Motorola,Android,10.1,27.6,92.2,118,0.9,7875,6.6,4.6,774,Work,22.200000000000003,4.033333333333333,10.161290322580646,Young Adult,0.08559322033898305,0.0910891089108911,1.5366666666666666
5387,40,Male,Delhi,Samsung,Android,10.4,29.8,78.1,193,3.9,2879,4.6,2.7,1899,Work,21.599999999999998,3.733333333333333,1.5152631578947369,Adult,0.0538860103626943,0.09551282051282052,1.3016666666666665
5388,54,Female,Delhi,Google Pixel,iOS,7.3,23.3,204.7,163,4.8,9512,2.4,3.4,1422,Work,17.9,3.533333333333333,6.684469430780042,Middle Aged,0.04478527607361963,0.10639269406392694,3.4116666666666666
5389,54,Female,Mumbai,OnePlus,Android,4.6,1.1,167.6,29,3.8,300,7.9,2.5,1830,Gaming,18.799999999999997,4.733333333333333,0.1638448935008192,Middle Aged,0.1586206896551724,0.007971014492753625,2.7933333333333334
5390,31,Male,Ahmedabad,Vivo,iOS,10.7,34.8,139.4,25,4.4,2886,1.2,4.2,325,Entertainment,20.5,3.266666666666667,8.85276073619632,Adult,0.428,0.10841121495327102,2.3233333333333333
5391,17,Other,Hyderabad,OnePlus,Android,10.6,8.4,47.8,109,1.4,3303,7.1,5.0,491,Gaming,24.1,4.5,6.713414634146342,Teen,0.09724770642201834,0.026415094339622643,0.7966666666666666
5392,36,Male,Pune,OnePlus,Android,7.4,41.6,121.2,21,0.5,5857,5.2,4.6,1723,Work,17.700000000000003,3.4333333333333336,3.3973317865429236,Adult,0.3523809523809524,0.1873873873873874,2.02
5393,48,Other,Chennai,Google Pixel,iOS,8.2,3.9,188.9,83,0.5,8420,0.6,2.3,1251,Work,11.599999999999998,1.1333333333333333,6.725239616613418,Middle Aged,0.09879518072289156,0.015853658536585366,3.1483333333333334
5394,51,Other,Ahmedabad,Vivo,iOS,3.9,3.0,160.1,134,5.7,681,5.9,1.0,1377,Work,16.5,4.2,0.4941944847605225,Middle Aged,0.029104477611940297,0.02564102564102564,2.6683333333333334
5395,52,Other,Bangalore,Vivo,iOS,1.9,23.9,279.1,185,1.0,4337,1.0,2.2,1995,Social Media,6.1,1.4000000000000001,2.1728456913827654,Middle Aged,0.01027027027027027,0.41929824561403506,4.651666666666667
5396,54,Male,Hyderabad,Oppo,Android,4.6,11.0,61.3,194,1.5,6285,2.6,2.0,1677,Education,10.7,2.033333333333333,3.7455303933253874,Middle Aged,0.023711340206185566,0.07971014492753623,1.0216666666666667
5397,43,Other,Bangalore,Google Pixel,Android,6.4,30.5,223.2,112,5.7,446,7.5,3.5,1843,Gaming,23.1,5.566666666666666,0.2418655097613883,Adult,0.05714285714285715,0.15885416666666666,3.7199999999999998
5398,28,Female,Jaipur,Google Pixel,Android,5.7,5.6,267.3,128,3.2,1013,5.2,0.5,863,Education,14.600000000000001,2.966666666666667,1.1724537037037037,Young Adult,0.04453125,0.0327485380116959,4.455
5399,24,Male,Delhi,OnePlus,iOS,3.9,10.8,120.7,81,3.1,4073,5.3,3.5,573,Education,15.8,3.966666666666667,7.09581881533101,Young Adult,0.04814814814814815,0.09230769230769231,2.0116666666666667
5400,22,Female,Kolkata,Oppo,Android,3.0,45.3,28.9,142,0.8,7728,7.1,4.8,1939,Entertainment,15.7,4.233333333333333,3.9835051546391753,Young Adult,0.02112676056338028,0.5033333333333333,0.48166666666666663
5401,23,Female,Ahmedabad,Google Pixel,Android,3.6,30.8,70.9,57,5.8,3073,1.3,4.8,1637,Education,15.5,3.9666666666666663,1.876068376068376,Young Adult,0.06315789473684211,0.2851851851851852,1.1816666666666669
5402,42,Other,Jaipur,Nokia,Android,11.7,38.7,297.0,77,4.4,8650,2.1,0.3,652,Work,18.500000000000004,2.266666666666667,13.246554364471669,Adult,0.15194805194805194,0.11025641025641027,4.95
5403,28,Other,Chennai,Oppo,Android,11.0,41.3,66.6,133,2.1,651,3.4,1.7,579,Social Media,18.2,2.4,1.1224137931034484,Young Adult,0.08270676691729323,0.12515151515151515,1.1099999999999999
5404,58,Other,Bangalore,Xiaomi,iOS,5.3,15.1,252.3,181,5.2,7060,5.4,4.1,1777,Work,20.0,4.8999999999999995,3.970753655793026,Middle Aged,0.029281767955801105,0.09496855345911949,4.205
5405,23,Female,Jaipur,Google Pixel,iOS,3.4,20.1,291.7,15,1.2,3643,2.6,2.6,494,Entertainment,9.799999999999999,2.1333333333333333,7.35959595959596,Young Adult,0.22666666666666666,0.1970588235294118,4.861666666666666
5406,45,Female,Jaipur,Xiaomi,iOS,11.5,48.7,34.6,67,4.9,9029,4.7,1.9,365,Entertainment,22.999999999999996,3.8333333333333335,24.669398907103826,Adult,0.17164179104477612,0.1411594202898551,0.5766666666666667
5407,15,Other,Pune,Nokia,Android,2.9,45.4,24.7,86,4.0,5477,3.6,2.7,1033,Entertainment,13.2,3.4333333333333336,5.296905222437137,Teen,0.033720930232558136,0.5218390804597701,0.4116666666666667
5408,46,Male,Ahmedabad,Oppo,Android,3.4,15.9,165.5,134,1.9,5187,3.7,2.0,1822,Social Media,11.0,2.533333333333333,2.845309928688974,Middle Aged,0.025373134328358207,0.15588235294117647,2.7583333333333333
5409,19,Other,Ahmedabad,Oppo,iOS,10.8,28.5,190.4,64,0.8,9032,2.0,3.7,1199,Social Media,17.3,2.1666666666666665,7.526666666666666,Young Adult,0.16875,0.08796296296296297,3.1733333333333333
5410,44,Other,Pune,Realme,Android,8.1,3.8,167.4,104,0.9,9366,7.3,2.8,1486,Social Media,19.1,3.6666666666666665,6.298587760591795,Adult,0.07788461538461539,0.015637860082304528,2.79
5411,35,Male,Mumbai,Nokia,iOS,3.6,47.0,99.4,70,0.7,3158,6.6,3.2,1397,Social Media,14.099999999999998,3.5,2.2589413447782545,Adult,0.05142857142857143,0.4351851851851852,1.6566666666666667
5412,19,Other,Mumbai,Nokia,Android,6.8,42.8,172.4,168,5.7,3773,4.7,2.9,1309,Education,20.099999999999998,4.433333333333334,2.880152671755725,Young Adult,0.04047619047619048,0.20980392156862743,2.8733333333333335
5413,33,Male,Chennai,Samsung,Android,10.4,8.9,200.4,122,0.8,2941,4.7,3.3,1090,Gaming,19.200000000000003,2.9333333333333336,2.695692025664528,Adult,0.08524590163934427,0.02852564102564103,3.3400000000000003
5414,41,Other,Pune,Oppo,iOS,11.5,33.4,75.0,14,5.0,8619,0.9,3.9,514,Social Media,21.299999999999997,3.266666666666667,16.735922330097086,Adult,0.8214285714285714,0.09681159420289855,1.25
5415,33,Female,Hyderabad,Xiaomi,Android,4.1,34.5,196.0,66,5.1,6205,6.9,1.2,542,Social Media,17.3,4.3999999999999995,11.427255985267035,Adult,0.06212121212121212,0.2804878048780488,3.2666666666666666
5416,31,Other,Mumbai,Samsung,Android,10.0,13.9,260.9,166,1.5,3500,4.0,0.9,1415,Entertainment,16.4,2.1333333333333333,2.4717514124293785,Adult,0.060240963855421686,0.04633333333333334,4.348333333333333
5417,25,Male,Chennai,OnePlus,iOS,10.3,29.7,293.1,89,1.0,6160,0.8,1.5,917,Work,13.600000000000001,1.0999999999999999,6.710239651416122,Young Adult,0.1157303370786517,0.09611650485436893,4.885000000000001
5418,37,Male,Kolkata,Oppo,iOS,2.2,34.6,114.7,152,3.7,1860,7.6,3.1,377,Education,16.6,4.8,4.920634920634921,Adult,0.014473684210526317,0.5242424242424243,1.9116666666666666
5419,33,Female,Chennai,Apple,iOS,6.4,8.7,85.8,43,3.2,5454,2.5,0.2,1849,Work,12.3,1.9666666666666668,2.948108108108108,Adult,0.14883720930232558,0.0453125,1.43
5420,45,Female,Pune,Motorola,Android,1.2,29.8,251.8,23,2.0,1147,7.5,2.5,868,Gaming,13.2,4.0,1.3199079401611047,Adult,0.05217391304347826,0.8277777777777778,4.196666666666667
5421,56,Male,Pune,Motorola,iOS,4.3,16.9,122.5,23,2.1,9065,7.2,3.8,284,Entertainment,17.400000000000002,4.366666666666666,31.80701754385965,Middle Aged,0.18695652173913044,0.13100775193798447,2.0416666666666665
5422,17,Male,Mumbai,Samsung,Android,10.5,40.5,275.3,181,4.8,7869,7.3,2.6,1500,Education,25.200000000000003,4.8999999999999995,5.242504996668887,Teen,0.058011049723756904,0.12857142857142856,4.588333333333334
5423,46,Female,Kolkata,Motorola,iOS,2.0,20.5,32.3,47,2.2,3042,2.4,4.2,185,Gaming,10.8,2.9333333333333336,16.35483870967742,Middle Aged,0.0425531914893617,0.3416666666666667,0.5383333333333333
5424,40,Female,Delhi,Google Pixel,iOS,3.5,43.0,83.0,106,3.3,1033,8.0,0.7,194,Gaming,15.5,4.0,5.297435897435897,Adult,0.0330188679245283,0.4095238095238095,1.3833333333333333
5425,19,Other,Kolkata,Oppo,Android,2.0,33.6,59.5,57,2.3,3361,1.0,2.1,992,Gaming,7.4,1.8,3.3846928499496474,Young Adult,0.03508771929824561,0.56,0.9916666666666667
5426,49,Male,Delhi,Vivo,iOS,6.7,9.8,187.6,134,5.8,9828,4.2,1.8,1468,Social Media,18.5,3.9333333333333336,6.6902654867256635,Middle Aged,0.05,0.04875621890547264,3.1266666666666665
5427,37,Male,Pune,Samsung,iOS,12.0,23.2,63.4,151,1.2,5762,4.9,4.2,441,Education,22.3,3.4333333333333336,13.036199095022624,Adult,0.07947019867549669,0.06444444444444444,1.0566666666666666
5428,58,Male,Ahmedabad,Vivo,Android,1.7,5.3,228.0,160,3.8,7094,5.5,1.5,1148,Education,12.5,3.6,6.174064403829417,Middle Aged,0.010624999999999999,0.10392156862745097,3.8
5429,29,Female,Mumbai,Google Pixel,iOS,5.4,30.7,185.4,39,3.6,2061,6.1,4.3,747,Social Media,19.4,4.666666666666666,2.7553475935828877,Young Adult,0.13846153846153847,0.18950617283950616,3.0900000000000003
5430,48,Other,Bangalore,Nokia,Android,9.0,14.0,188.1,103,3.3,6856,6.3,2.8,1314,Gaming,21.400000000000002,4.133333333333333,5.213688212927757,Middle Aged,0.08737864077669903,0.05185185185185185,3.135
5431,17,Male,Mumbai,Apple,Android,1.8,15.5,162.8,175,1.7,4871,3.9,2.6,245,Education,10.0,2.733333333333333,19.80081300813008,Teen,0.010285714285714285,0.28703703703703703,2.7133333333333334
5432,33,Other,Jaipur,Nokia,iOS,8.3,23.9,16.7,26,3.8,9983,4.6,3.6,253,Work,20.300000000000004,4.0,39.303149606299215,Adult,0.31923076923076926,0.09598393574297187,0.2783333333333333
5433,57,Male,Kolkata,Apple,Android,1.4,40.0,256.5,185,5.5,721,1.0,2.2,284,Gaming,10.100000000000001,2.9,2.5298245614035086,Middle Aged,0.0075675675675675675,0.9523809523809523,4.275
5434,44,Other,Ahmedabad,Samsung,Android,7.9,39.6,70.4,50,5.4,3985,0.8,0.2,1131,Social Media,14.3,2.1333333333333333,3.5203180212014136,Adult,0.158,0.1670886075949367,1.1733333333333333
5435,55,Other,Hyderabad,Google Pixel,Android,1.9,50.0,177.4,137,5.0,375,3.0,0.9,1299,Education,10.8,2.966666666666667,0.28846153846153844,Middle Aged,0.01386861313868613,0.8771929824561403,2.9566666666666666
5436,35,Other,Hyderabad,Google Pixel,iOS,9.7,19.8,16.5,60,4.5,2637,4.9,0.0,459,Education,19.1,3.1333333333333333,5.732608695652174,Adult,0.16166666666666665,0.06804123711340207,0.275
5437,56,Male,Bangalore,Samsung,Android,3.0,26.9,98.6,117,1.4,1709,5.7,4.6,1286,Entertainment,14.700000000000001,3.9000000000000004,1.3278943278943278,Middle Aged,0.02564102564102564,0.29888888888888887,1.6433333333333333
5438,19,Female,Chennai,Samsung,iOS,7.4,1.5,252.6,171,2.2,9257,5.3,1.4,1979,Entertainment,16.3,2.9666666666666663,4.675252525252525,Young Adult,0.04327485380116959,0.006756756756756757,4.21
5439,36,Female,Mumbai,Apple,Android,6.8,49.5,288.5,90,1.4,7273,1.2,0.2,1400,Social Media,9.599999999999998,0.9333333333333332,5.19129193433262,Adult,0.07555555555555556,0.2426470588235294,4.808333333333334
5440,41,Female,Jaipur,Google Pixel,iOS,4.0,38.3,192.3,170,3.6,9853,6.7,3.5,561,Social Media,17.8,4.6,17.53202846975089,Adult,0.023529411764705882,0.31916666666666665,3.205
5441,46,Other,Mumbai,Apple,iOS,2.9,37.2,79.1,57,1.1,9319,0.6,4.9,1628,Social Media,9.5,2.1999999999999997,5.7206875383670965,Middle Aged,0.05087719298245614,0.42758620689655175,1.3183333333333331
5442,17,Female,Ahmedabad,Vivo,Android,9.3,10.3,102.3,105,0.6,3938,5.1,3.3,1731,Gaming,18.3,2.9999999999999996,2.2736720554272516,Teen,0.08857142857142858,0.03691756272401434,1.7049999999999998
5443,43,Other,Mumbai,Samsung,Android,2.9,6.2,62.0,125,2.2,1759,5.4,3.3,823,Gaming,13.8,3.633333333333333,2.1347087378640777,Adult,0.0232,0.07126436781609195,1.0333333333333334
5444,58,Male,Ahmedabad,Samsung,Android,8.8,32.7,249.1,70,1.2,5580,6.5,4.4,1871,Entertainment,20.9,4.033333333333333,2.980769230769231,Middle Aged,0.12571428571428572,0.12386363636363637,4.151666666666666
5445,35,Female,Jaipur,Google Pixel,Android,9.8,48.7,266.2,165,1.7,8396,3.4,1.8,1855,Entertainment,16.7,2.3000000000000003,4.523706896551724,Adult,0.0593939393939394,0.16564625850340137,4.4366666666666665
5446,54,Other,Hyderabad,Oppo,iOS,4.1,33.3,113.4,122,1.0,1550,3.7,0.9,1068,Work,9.700000000000001,1.866666666666667,1.449953227315248,Middle Aged,0.03360655737704918,0.2707317073170732,1.8900000000000001
5447,59,Other,Mumbai,Apple,iOS,1.7,24.6,128.6,102,4.6,2662,5.8,0.1,974,Entertainment,12.2,3.5,2.7302564102564104,Middle Aged,0.016666666666666666,0.4823529411764706,2.143333333333333
5448,19,Female,Delhi,Xiaomi,iOS,10.6,31.0,86.3,161,4.4,695,6.0,4.6,1535,Entertainment,25.6,5.0,0.4524739583333333,Young Adult,0.06583850931677018,0.09748427672955975,1.4383333333333332
5449,54,Female,Kolkata,Samsung,iOS,8.7,40.1,57.5,40,3.6,2489,5.9,4.8,115,Social Media,23.0,4.766666666666667,21.45689655172414,Middle Aged,0.21749999999999997,0.15363984674329503,0.9583333333333334
5450,42,Male,Mumbai,Google Pixel,iOS,8.5,1.4,24.1,117,6.0,5597,0.5,0.9,506,Gaming,15.9,2.466666666666667,11.039447731755423,Adult,0.07264957264957266,0.005490196078431372,0.40166666666666667
5451,59,Female,Delhi,Nokia,Android,11.5,31.7,151.9,186,4.3,4605,4.2,0.4,1430,Gaming,20.4,2.966666666666667,3.2180293501048216,Middle Aged,0.06182795698924731,0.0918840579710145,2.5316666666666667
5452,39,Female,Delhi,Nokia,iOS,1.9,22.9,186.1,96,1.5,5896,5.4,1.8,741,Education,10.600000000000001,2.9,7.946091644204852,Adult,0.019791666666666666,0.40175438596491225,3.1016666666666666
5453,25,Other,Bangalore,Google Pixel,Android,5.2,48.0,101.1,197,5.9,7265,7.6,4.9,881,Education,23.6,6.133333333333333,8.236961451247165,Young Adult,0.026395939086294416,0.3076923076923077,1.6849999999999998
5454,19,Female,Bangalore,Motorola,Android,3.4,12.5,68.6,135,3.6,7156,5.2,1.5,1509,Gaming,13.7,3.4333333333333336,4.739072847682119,Young Adult,0.025185185185185185,0.12254901960784313,1.1433333333333333
5455,19,Other,Delhi,Xiaomi,iOS,2.9,49.1,7.1,45,1.6,454,1.8,3.1,435,Social Media,9.4,2.1666666666666665,1.0412844036697249,Young Adult,0.06444444444444444,0.5643678160919541,0.11833333333333333
5456,15,Other,Ahmedabad,OnePlus,Android,5.1,29.4,117.0,61,0.5,4478,7.9,3.2,655,Gaming,16.7,3.866666666666667,6.826219512195122,Teen,0.08360655737704917,0.19215686274509802,1.95
5457,30,Male,Kolkata,Vivo,Android,6.4,6.0,231.1,75,2.9,1695,5.4,4.4,1981,Entertainment,19.1,4.233333333333333,0.855196770938446,Young Adult,0.08533333333333334,0.03125,3.8516666666666666
5458,44,Male,Bangalore,Xiaomi,Android,11.5,47.1,255.6,14,0.7,3082,5.6,0.8,318,Entertainment,18.599999999999998,2.3666666666666667,9.661442006269592,Adult,0.8214285714285714,0.13652173913043478,4.26
5459,31,Other,Lucknow,Xiaomi,Android,5.5,34.3,22.8,20,3.7,8933,1.4,0.7,979,Social Media,11.299999999999999,1.9333333333333333,9.11530612244898,Adult,0.275,0.20787878787878786,0.38
5460,40,Female,Jaipur,Xiaomi,iOS,10.7,35.0,53.7,140,1.0,8463,7.7,0.3,157,Work,19.7,3.0,53.563291139240505,Adult,0.07642857142857143,0.10903426791277258,0.895
5461,51,Other,Kolkata,Apple,iOS,2.9,46.8,184.5,157,5.2,5949,7.9,1.3,1020,Social Media,17.3,4.800000000000001,5.826640548481881,Middle Aged,0.018471337579617834,0.5379310344827586,3.075
5462,37,Male,Jaipur,Xiaomi,iOS,10.9,12.1,80.8,147,3.4,2088,7.7,4.7,572,Work,26.7,5.266666666666667,3.643979057591623,Adult,0.07414965986394557,0.037003058103975535,1.3466666666666667
5463,49,Female,Ahmedabad,Nokia,iOS,2.7,48.7,41.1,174,3.5,3474,4.6,4.6,486,Work,15.4,4.233333333333333,7.13347022587269,Middle Aged,0.015517241379310346,0.6012345679012346,0.685
5464,56,Male,Mumbai,Vivo,iOS,4.1,28.6,266.1,192,2.7,3124,6.3,3.7,1567,Social Media,16.8,4.233333333333333,1.9923469387755102,Middle Aged,0.021354166666666664,0.23252032520325208,4.4350000000000005
5465,36,Other,Hyderabad,Oppo,Android,8.4,34.1,159.4,56,4.1,6442,1.2,1.2,175,Social Media,14.899999999999999,2.1666666666666665,36.60227272727273,Adult,0.15,0.13531746031746034,2.6566666666666667
5466,37,Other,Jaipur,Oppo,Android,8.0,43.5,99.0,191,3.0,9904,1.8,0.7,107,Entertainment,13.5,1.8333333333333333,91.70370370370371,Adult,0.041884816753926704,0.18125,1.65
5467,24,Other,Lucknow,OnePlus,Android,7.4,27.9,230.9,59,1.8,8461,3.9,0.7,580,Social Media,13.8,2.1333333333333333,14.562822719449226,Young Adult,0.12542372881355932,0.12567567567567567,3.8483333333333336
5468,36,Female,Kolkata,Xiaomi,Android,10.2,46.2,290.4,46,3.7,5975,4.1,0.3,1137,Work,18.3,2.6999999999999997,5.250439367311072,Adult,0.2217391304347826,0.15098039215686276,4.84
5469,54,Male,Delhi,Google Pixel,iOS,8.7,7.3,38.5,29,3.4,248,3.0,1.7,1556,Work,16.8,2.6999999999999997,0.15928066795118817,Middle Aged,0.3,0.027969348659003832,0.6416666666666667
5470,56,Female,Mumbai,Google Pixel,Android,1.1,19.4,30.5,40,3.4,6097,6.8,3.5,1921,Entertainment,14.8,4.566666666666667,3.172216441207076,Middle Aged,0.027500000000000004,0.5878787878787879,0.5083333333333333
5471,33,Male,Bangalore,Nokia,iOS,5.1,27.1,139.1,48,3.3,7374,5.4,4.5,996,Entertainment,18.299999999999997,4.3999999999999995,7.396188565697091,Adult,0.10625,0.17712418300653596,2.3183333333333334
5472,52,Male,Lucknow,Vivo,Android,11.6,38.1,10.1,81,1.3,587,6.0,1.4,977,Work,20.299999999999997,2.9000000000000004,0.6002044989775052,Middle Aged,0.14320987654320988,0.10948275862068967,0.16833333333333333
5473,52,Male,Delhi,Nokia,iOS,5.9,39.0,125.6,169,3.7,325,6.4,3.3,1622,Work,19.3,4.466666666666666,0.2002464571780653,Middle Aged,0.034911242603550295,0.22033898305084745,2.0933333333333333
5474,16,Male,Lucknow,Apple,iOS,2.4,10.0,128.8,104,2.0,612,2.5,0.7,358,Work,7.6000000000000005,1.7333333333333334,1.7047353760445683,Teen,0.023076923076923075,0.1388888888888889,2.146666666666667
5475,47,Other,Mumbai,Oppo,iOS,8.9,28.7,298.7,40,1.9,4166,4.3,0.4,1568,Social Media,15.500000000000002,2.1999999999999997,2.6551943913320586,Middle Aged,0.2225,0.10749063670411985,4.9783333333333335
5476,19,Other,Bangalore,Motorola,iOS,7.9,8.0,146.0,70,5.5,3150,3.9,0.7,714,Education,18.0,3.3666666666666667,4.405594405594406,Young Adult,0.11285714285714286,0.03375527426160337,2.433333333333333
5477,46,Female,Pune,Google Pixel,Android,6.6,6.5,269.1,186,3.8,8466,4.0,4.2,1163,Gaming,18.599999999999998,4.0,7.27319587628866,Middle Aged,0.035483870967741936,0.03282828282828283,4.485
5478,31,Male,Bangalore,Realme,Android,8.7,44.9,108.9,150,3.8,1739,2.0,3.4,240,Work,17.9,3.0666666666666664,7.215767634854772,Adult,0.057999999999999996,0.17203065134099615,1.8150000000000002
5479,59,Female,Pune,Realme,Android,4.9,6.9,194.4,141,0.8,9518,2.6,4.6,1748,Education,12.9,2.6666666666666665,5.441966838193253,Middle Aged,0.03475177304964539,0.04693877551020408,3.24
5480,58,Female,Jaipur,Vivo,iOS,9.6,12.4,108.5,124,1.6,7809,1.6,0.7,1906,Social Media,13.499999999999998,1.3,4.094913476664919,Middle Aged,0.07741935483870968,0.043055555555555555,1.8083333333333333
